crudeOil;HVC;syngas;initial cluster;cluster_final
339.5344323;554.7728328;0.381396975;0;0
310.6895751;476.9356849;0.75388018;0;0
132.5193206;386.7090354;150.5977746;1;1
452.7291286;496.4309139;0.276884031;0;0
316.0248419;500.4520445;0.307624269;0;0
298.958875;436.0255192;0.678387363;0;0
140.8084418;432.6092169;130.0617635;1;1
380.5772804;546.4754763;0.225641739;0;0
290.8339874;604.8514965;0.191150014;0;0
131.8027063;338.297195;165.3238902;1;1
304.1989187;551.3721657;0.394204807;0;0
165.4548061;425.8874289;213.0206157;1;1
348.4533286;514.0913072;0.706807668;0;0
248.6028698;394.335499;110.5645108;1;1
348.0389988;616.5049879;0.443512694;0;0
212.059275;548.681517;212.8069068;1;1
358.3232899;609.0963624;0.504847419;0;0
351.8674105;457.14976;1.382448347;0;0
262.6048619;469.7556741;0.536361498;0;0
307.5218959;466.0693993;0.411640982;0;0
183.3724049;518.2655883;183.1227713;1;1
290.9634525;431.1129804;0.301871928;0;0
325.8576072;551.8313277;0.612838374;0;0
303.2777277;437.1787379;0.311327067;0;0
214.2479625;486.0487608;208.9544828;1;1
141.2849897;559.1973595;229.9040944;1;1
296.401963;377.5666206;0.5377998;0;0
390.62246;589.2051372;0.308653614;0;0
138.4666484;534.6049525;175.2979071;1;1
165.4479705;543.3835455;139.5226651;1;1
402.613105;451.0026575;0.346704631;0;0
200.3201521;400.5943177;209.2703603;1;1
190.5393186;568.1113095;151.0417745;1;1
300.8442727;608.3909684;0.315794181;0;0
338.9728943;553.5489737;0.497411866;0;0
214.0880701;510.5111968;215.2877652;1;1
127.134871;424.2929906;143.9960112;1;1
153.8449252;461.2568412;139.4289651;1;1
185.0204018;524.0508159;201.6267001;1;1
433.683199;620.7192616;0.34369657;0;0
159.0372141;442.6512067;197.6223929;1;1
343.9898073;402.4957089;2.565895163;0;0
202.5919099;386.0584043;149.5396246;1;1
443.4799753;403.8821139;0.27565325;0;0
144.5253485;505.9253822;221.2990165;1;1
184.1378397;475.1763645;143.7740081;1;1
176.652079;598.5593406;205.2078979;1;1
362.5511058;408.7001546;0.282459147;0;0
196.0694812;472.5225;194.3408206;1;1
451.0678974;462.5414734;0.328138912;0;0
390.0239167;564.2122572;0.717959024;0;0
409.7749192;582.255169;1.072650655;0;0
311.8428342;421.043253;0.497993083;0;0
125.5442188;424.7788781;201.7357335;1;1
187.4058478;597.5300289;231.7880924;1;1
180.0642242;561.3082039;225.7368488;1;1
158.8462034;393.3934802;145.6137885;1;1
179.3450447;360.2147211;173.6478844;1;1
184.6278275;409.9521071;187.2109637;1;1
381.6614916;526.8188971;1.774232537;0;0
214.8763088;451.7127815;205.1540145;1;1
172.2324944;363.1102527;160.6325873;1;1
202.5715989;499.1057077;141.719304;1;1
347.0776576;335.0775264;46.31291967;0;0
186.4162105;477.2911817;140.4557247;1;1
167.1967191;572.8319156;177.3122354;1;1
308.7275364;442.1177936;0.310238279;0;0
141.5043446;536.6206297;198.1274281;1;1
330.4611343;415.1844115;1.515230037;0;0
331.3761033;593.28771;0.483313506;0;0
353.0092774;522.6949021;0.415703908;0;0
149.5604266;411.7292285;147.448992;1;1
195.6922686;414.0195778;137.0750188;1;1
221.7183292;445.4277875;134.3816312;1;1
160.9154184;367.655211;180.8365061;1;1
402.9302804;456.753605;0.398222255;0;0
289.5315225;548.3407176;0.292229541;0;0
351.422269;566.8308341;0.33031413;0;0
324.0886776;382.6525502;0.425883764;0;0
141.6137924;485.2395685;145.5217053;1;1
315.0903105;408.2297591;0.268307333;0;0
321.6258159;596.1885892;0.319693228;0;0
399.2685235;588.5251599;0.303175953;0;0
146.4198325;618.9483352;147.3408727;1;1
406.1863869;445.6797577;0.739785038;0;0
173.697373;365.5437076;165.5855395;1;1
375.6249063;403.0412955;0.367207203;0;0
176.4096731;463.7751333;185.2559572;1;1
211.6138853;485.5963871;215.5691264;1;1
177.0815023;346.0136188;205.6571929;1;1
159.1697963;422.7277398;141.2999893;1;1
234.3479246;399.2689819;131.280466;1;1
178.690361;602.812992;214.4077129;1;1
306.5151009;349.2295711;0.355345543;0;0
198.2577564;439.9813066;230.1084785;1;1
335.1120456;372.3009036;0.307053381;0;0
152.2397387;517.9028168;146.839524;1;1
334.8120205;501.6706775;0.450192366;0;0
160.5602156;470.5465702;188.6430782;1;1
358.3098357;348.8871108;0.527763427;0;0
165.7620306;609.3329263;172.0336867;1;1
244.8425626;450.1109925;107.5241446;1;1
176.024196;476.1037766;187.2330406;1;1
222.4966331;402.1542866;169.1342992;1;1
208.5378633;568.6086933;209.2056582;1;1
379.0420633;414.7546559;0.39623197;0;0
133.1734866;501.9595473;129.8877448;1;1
364.2107403;605.4581214;0.376486646;0;0
360.2544978;479.0380631;14.60735561;0;0
197.5634309;597.9217312;178.5909338;1;1
353.252517;487.8190075;0.98371045;0;0
131.7362305;579.0333098;145.993628;1;1
328.809466;512.0874021;0.578712349;0;0
310.6481074;559.5420684;0.654428249;0;0
404.5913132;419.0807914;0.447275759;0;0
212.1237492;496.9502304;213.5533509;1;1
412.4727803;429.0305623;2.06822547;0;0
224.5894863;487.391235;208.966766;1;1
355.6983749;531.3051436;2.052976331;0;0
251.8498982;396.8264182;99.20095308;1;1
396.835168;450.2664525;0.331777163;0;0
197.6917322;347.2422012;188.3306584;1;1
305.0749975;505.2274272;0.688419959;0;0
169.7041905;423.307077;200.4468442;1;1
384.7949985;590.7161744;0.712949969;0;0
139.7413137;515.3257064;231.7713298;1;1
219.1274403;557.5449013;220.3829018;1;1
348.3757411;552.5508145;53.36936618;0;0
353.8113445;468.3885472;0.586600509;0;0
155.1756969;454.255237;167.1234417;1;1
182.0306812;510.2281486;197.4201568;1;1
185.0948486;416.9558891;215.5982067;1;1
272.4927402;491.3514572;0.309682798;0;0
207.571397;604.2616513;183.0053673;1;1
189.8602817;417.789919;132.068402;1;1
315.746385;407.8428085;0.247641097;0;0
217.3331207;476.6987843;155.6804873;1;1
146.6313285;377.6390601;220.5172013;1;1
218.2407476;433.5675473;141.2632329;1;1
402.8084213;374.696358;0.572899168;0;0
318.4864515;349.6642967;0.279065209;0;0
158.4716715;408.351092;188.4078635;1;1
182.4276609;363.6607441;127.0860071;1;1
194.5103549;469.4482871;172.9047895;1;1
294.5168379;558.7536583;0.444262382;0;0
200.108522;520.3750375;157.6541159;1;1
277.6578296;473.9731011;73.03972834;0;0
330.1453404;580.4466234;22.60883413;0;0
397.126349;561.7198385;0.639159993;0;0
221.6634431;519.1042085;172.1263667;1;1
378.0475991;409.9935868;3.077859634;0;0
137.177995;509.8384321;170.9238127;1;1
394.4317131;480.5330156;0.367653783;0;0
347.6287786;351.7810062;0.34338281;0;0
185.3797283;441.5140593;139.1101498;1;1
127.1662651;515.8970849;218.5505469;1;1
214.2593721;338.8209159;216.1630308;1;1
405.9003124;406.1248028;0.246862044;0;0
341.6981244;558.1288158;0.390128147;0;0
197.2429309;540.798421;139.6318067;1;1
130.9591656;500.2250569;150.2464627;1;1
152.9725145;492.4455621;214.5924134;1;1
145.7871567;506.2710201;180.5274456;1;1
146.876071;456.4043034;158.9384493;1;1
394.2579847;519.7959387;0.286279115;0;0
398.4972172;486.076795;0.745117259;0;0
199.7274741;578.0602737;226.3427399;1;1
227.3033065;343.0893666;226.7040614;1;1
128.8696665;572.5992952;153.0897051;1;1
184.165498;516.6043999;186.6115446;1;1
184.0137713;576.0921428;184.1663169;1;1
141.5632904;488.5669943;183.4652482;1;1
203.5808015;508.7011613;224.551523;1;1
176.0389716;334.872837;230.2080036;1;1
354.4971848;382.3688402;5.16675811;0;0
282.3365458;547.1930289;80.64082772;0;0
128.7881961;435.3915151;167.5349202;1;1
397.4053513;614.5199518;0.633594435;0;0
189.9458657;535.0211329;146.2879265;1;1
319.8695893;428.6448935;0.347168369;0;0
220.8241985;593.8323264;201.0327453;1;1
157.689193;388.160042;230.3831704;1;1
317.7829374;491.6724948;0.682539487;0;0
206.9008126;382.1326962;172.3131813;1;1
340.2264381;603.7650761;0.19849676;0;0
204.0734669;583.2217831;128.9165104;1;1
163.357393;451.2181486;213.0602015;1;1
143.8988365;432.3848886;214.8113295;1;1
356.3021536;481.7218235;0.707605091;0;0
133.9735045;529.114432;176.7286188;1;1
165.9737774;566.5738478;211.4111334;1;1
319.9019723;486.6617258;0.433683232;0;0
404.6379456;418.4901368;0.336846353;0;0
201.0686217;434.8192921;208.6962191;1;1
329.4152925;566.0230671;0.254242063;0;0
429.5545205;380.7511949;0.725765969;0;0
217.3934103;418.6764009;128.5082087;1;1
140.2794546;465.9074933;204.502106;1;1
160.6134763;341.9803344;153.7936858;1;1
135.6618495;583.8147791;162.9592792;1;1
149.8297943;448.9684807;205.6167329;1;1
188.7619164;488.9198161;202.9502408;1;1
203.2675094;581.6026093;195.0670425;1;1
143.0481081;475.8203005;202.2767566;1;1
398.5568737;588.261241;1.719242029;0;0
181.697878;477.5282643;181.2087341;1;1
392.148325;375.6966823;0.257301867;0;0
147.7875529;483.9355462;196.1617269;1;1
351.6390141;427.8643204;0.791832129;0;0
352.371205;385.6012902;0.309012694;0;0
274.3425579;600.8089027;0.694193553;0;0
151.3934054;523.1429562;180.8966236;1;1
283.2396287;411.1706281;1.622404358;0;0
255.1448897;610.5721572;55.33787923;0;0
154.7441739;569.4571461;224.4905471;1;1
384.7993094;536.4951639;0.278986356;0;0
218.7359133;597.0096576;176.0090812;1;1
352.8288889;350.0930893;0.259150637;0;0
127.5822345;352.8532267;163.1237192;1;1
337.0458811;422.6325409;0.616164557;0;0
128.4562958;346.8428868;222.2709011;1;1
203.638616;427.9139585;137.8368193;1;1
338.0325997;378.7703974;0.279089339;0;0
154.5589969;498.3738674;194.6140585;1;1
197.2000591;492.4134768;178.2241582;1;1
205.2521392;437.4886505;132.6144839;1;1
131.9330078;336.9928689;219.559614;1;1
189.8214086;388.5481467;212.3355701;1;1
324.4418838;383.3282083;0.359780867;0;0
326.5400655;464.6234983;16.53858568;0;0
370.0325329;571.897182;0.236095535;0;0
219.4445147;438.8328073;192.9867038;1;1
180.2166605;350.7325906;206.8823379;1;1
266.9305019;576.7864725;0.659137671;0;0
192.8415235;359.2455709;130.4085219;1;1
330.3218078;459.9996711;3.966093685;0;0
130.9862999;606.5007443;210.0262256;1;1
312.0364709;411.682359;1.353771076;0;0
361.8294233;515.8103257;0.355634306;0;0
162.8473638;480.2208296;165.0709432;1;1
162.6754601;606.850887;132.6906873;1;1
204.6809714;410.4442018;193.1974896;1;1
343.5504738;552.1810884;0.396229826;0;0
194.2838062;599.354502;207.2199941;1;1
273.625938;535.5750613;3.103296094;0;0
293.7056789;562.1554387;0.980927343;0;0
394.895204;403.6504388;0.775615211;0;0
223.5744718;614.1962782;151.4207043;1;1
438.5810513;506.972054;1.72737377;0;0
128.3231623;478.2271608;157.2102168;1;1
280.2651037;571.0947179;37.46621844;0;0
201.3337584;375.9644505;165.6462199;1;1
221.5197826;602.0845742;144.4892958;1;1
382.8527496;546.743721;0.539375759;0;0
151.3882998;609.8947763;203.8030729;1;1
147.0862068;611.1128503;148.316888;1;1
130.7894904;484.7748985;225.2090469;1;1
330.3829975;520.9791413;0.411375199;0;0
198.2303841;496.6805491;181.7355631;1;1
293.9987063;550.6147139;0.301328482;0;0
222.1829295;563.7270176;197.5732677;1;1
211.8977802;405.2497653;209.4503954;1;1
389.0925518;523.6658449;1.029776839;0;0
403.6548503;373.4363203;0.751181498;0;0
257.1649356;419.5546793;43.69466702;0;0
224.0272021;592.608182;153.4295975;1;1
125.5401003;397.3910857;200.050171;1;1
303.7868209;416.0012007;0.592914352;0;0
366.8653128;426.2934136;0.433899565;0;0
202.0632393;420.2794398;169.6354315;1;1
173.5888758;582.9749296;165.2779086;1;1
345.8155189;505.2341937;1.285694084;0;0
326.5822303;447.5922711;0.415243396;0;0
380.3036962;373.0320908;0.454415945;0;0
150.0433643;510.8730217;186.8237409;1;1
204.5701241;583.6027192;140.0387671;1;1
159.9807095;527.1488781;215.3323134;1;1
323.7947183;466.3294042;1.594865036;0;0
192.1841256;458.1818559;187.0763086;1;1
314.5137755;539.2416211;1.438233826;0;0
320.6397323;585.9697305;0.215920144;0;0
379.431258;502.1967845;0.282259737;0;0
308.0457174;605.3606585;0.444421631;0;0
184.0699302;402.7232707;146.1432261;1;1
199.1598171;528.8090094;182.7114461;1;1
212.7444097;597.2729704;161.6137974;1;1
220.4556136;401.1734212;202.370121;1;1
304.45885;381.7741554;24.36738939;0;0
150.8758436;338.452019;176.4363448;1;1
342.1285363;531.8038357;1.225236887;0;0
211.7640884;522.8672346;190.6623975;1;1
208.1950805;348.0461648;215.5430109;1;1
183.0426906;434.2717655;140.0913345;1;1
206.7341627;341.3879419;156.3418504;1;1
186.7125926;569.0420892;158.1640671;1;1
178.1909408;616.2699652;126.0403635;1;1
164.4585502;412.6344286;167.0966199;1;1
333.7646846;591.5997309;0.513380568;0;0
277.3283473;420.8620925;0.572794253;0;0
164.6051979;416.305879;202.6299824;1;1
